order_id,order_hour,order_dayofweek,is_weekend,is_peak_hour,sla_slack_min,delay_risk
3108512811,8,5,1,0,10.0,1
1680591951,21,0,0,1,17.0,0
559245731,15,6,1,0,12.0,1
8655600303,17,5,1,0,11.0,0
8247327365,11,2,0,0,13.0,2
9153347285,2,3,0,0,17.0,0
1977533409,12,0,0,1,12.0,0
2433646621,10,6,1,0,20.0,1
22830983,21,6,1,1,16.0,2
1143763031,21,4,0,1,20.0,1
8524056436,13,2,0,1,13.0,0
4262338791,7,3,0,0,19.0,0
187728451,21,0,0,1,10.0,0
6754346312,12,0,0,1,17.0,0
5790622967,0,1,0,0,14.0,0
4305348838,20,6,1,1,10.0,2
2902411553,2,2,0,0,17.0,0
3691199770,5,0,0,0,17.0,1
775709102,2,5,1,0,17.0,0
5262508570,11,5,1,0,18.0,0
192109127,8,0,0,0,10.0,1
1108215973,9,6,1,0,10.0,1
1719134546,13,2,0,1,17.0,1
5280263316,12,4,0,1,12.0,2
9448306266,4,1,0,0,20.0,0
8023626961,1,1,0,0,15.0,1
1118405605,11,0,0,0,11.0,1
8226034341,2,5,1,0,14.0,1
6976835753,13,3,0,1,17.0,0
9171564499,23,6,1,0,19.0,1
5393607402,20,6,1,1,11.0,0
5670040592,5,5,1,0,20.0,1
6736891890,9,0,0,0,17.0,2
1223255075,0,4,0,0,17.0,1
8158413630,16,4,0,0,19.0,0
7867573412,1,3,0,0,15.0,2
1624690598,3,5,1,0,13.0,0
8968945932,7,5,1,0,16.0,2
1645212433,4,2,0,0,12.0,2
9187046038,14,1,0,0,15.0,1
9305357757,22,4,0,0,19.0,0
8312320295,22,5,1,0,15.0,0
3256941332,8,2,0,0,11.0,0
8980502814,19,1,0,1,17.0,0
9270396838,8,3,0,0,11.0,0
2892588628,18,4,0,1,17.0,1
8774158800,8,1,0,0,13.0,2
2056131802,5,5,1,0,11.0,2
3528007192,9,1,0,0,16.0,1
2845333894,13,6,1,1,13.0,2
6602340187,12,0,0,1,14.0,2
721004875,5,0,0,0,10.0,0
7435895360,0,2,0,0,11.0,1
4217659083,19,3,0,1,20.0,2
9710865146,5,3,0,0,15.0,1
5375295409,5,5,1,0,18.0,1
6286044248,22,4,0,0,20.0,0
1708282193,10,3,0,0,16.0,1
5746303677,13,5,1,1,16.0,0
3271726381,0,4,0,0,12.0,2
9802569856,9,6,1,0,12.0,0
662460037,0,4,0,0,19.0,2
8664447334,4,4,0,0,17.0,2
3886370975,19,2,0,1,18.0,1
3547006553,22,2,0,0,12.0,2
2575965518,23,4,0,0,10.0,0
1529363954,0,2,0,0,14.0,1
8463856241,21,0,0,1,15.0,1
2485242479,6,1,0,0,19.0,0
9850673433,5,5,1,0,14.0,1
2558680592,22,2,0,0,17.0,0
2859167116,17,1,0,0,10.0,2
1222236371,0,3,0,0,12.0,2
344177904,0,4,0,0,11.0,1
6126334783,8,2,0,0,11.0,1
3742575364,17,0,0,0,20.0,1
9272166174,6,3,0,0,14.0,1
9416522701,3,0,0,0,16.0,0
7305871805,14,2,0,0,10.0,0
80296810,3,2,0,0,15.0,0
2806868282,15,3,0,0,17.0,0
707033578,0,1,0,0,16.0,1
9026783092,16,0,0,0,15.0,2
6229466619,7,0,0,0,16.0,1
408720270,22,2,0,0,19.0,2
8870165072,10,4,0,0,14.0,1
1979319490,1,6,1,0,16.0,1
840761323,6,5,1,0,15.0,1
744721438,12,6,1,1,17.0,2
7421707488,22,4,0,0,20.0,0
1212718824,9,0,0,0,17.0,0
9603256001,15,0,0,0,19.0,2
5626888972,17,5,1,0,11.0,1
2300753276,4,3,0,0,11.0,1
869629562,21,4,0,1,15.0,0
3429137520,19,5,1,1,18.0,0
9957927297,5,2,0,0,12.0,1
202466684,6,1,0,0,16.0,0
8465721207,9,4,0,0,13.0,0
6194827199,18,2,0,1,13.0,0
3942174431,4,5,1,0,20.0,1
3189863462,13,0,0,1,17.0,0
5923573134,20,5,1,1,14.0,1
6659747528,18,5,1,1,16.0,0
6037541687,22,6,1,0,18.0,1
2585438297,12,6,1,1,13.0,1
8065774615,10,1,0,0,17.0,2
1816814476,13,0,0,1,12.0,1
5278014717,3,0,0,0,20.0,1
4265447949,2,4,0,0,16.0,2
6752221435,15,5,1,0,12.0,1
8943989258,10,6,1,0,18.0,1
4068367936,1,5,1,0,15.0,0
5735156904,16,5,1,0,18.0,2
2405929115,8,0,0,0,20.0,2
7913167260,0,2,0,0,18.0,2
1989751369,22,3,0,0,11.0,2
7338050095,3,1,0,0,17.0,0
9950986048,8,5,1,0,13.0,1
5098703807,2,0,0,0,10.0,0
6937485392,22,1,0,0,10.0,1
1266440097,3,0,0,0,19.0,0
7415490509,14,5,1,0,11.0,0
7284991749,9,6,1,0,19.0,0
4645792703,23,0,0,0,19.0,0
3174938939,6,0,0,0,10.0,0
1752712049,16,5,1,0,10.0,2
8187201830,4,1,0,0,16.0,0
6900896329,2,3,0,0,16.0,1
3793977529,19,5,1,1,10.0,0
194459698,15,3,0,0,15.0,0
9330447952,18,5,1,1,16.0,1
2097372277,4,3,0,0,14.0,0
7060954153,20,2,0,1,17.0,0
2921310646,14,0,0,0,15.0,0
3983082555,5,0,0,0,20.0,2
4867298468,9,1,0,0,18.0,1
3402631472,21,4,0,1,18.0,0
1648146562,23,6,1,0,18.0,0
5907766010,14,0,0,0,19.0,2
9233577456,4,5,1,0,14.0,0
4084808075,17,4,0,0,11.0,0
7217049550,9,3,0,0,13.0,2
1831943568,17,3,0,0,14.0,1
8707473624,8,2,0,0,19.0,0
7075868285,6,4,0,0,12.0,1
5164162918,14,5,1,0,17.0,0
2175298644,5,5,1,0,17.0,0
5882568464,8,3,0,0,13.0,0
7847708619,0,0,0,0,20.0,1
6366048116,8,0,0,0,12.0,0
4926287333,2,1,0,0,20.0,1
5532838325,23,2,0,0,14.0,0
2567996236,8,1,0,0,17.0,0
2655613624,13,2,0,1,18.0,2
7706089549,4,6,1,0,15.0,0
8257370396,8,6,1,0,13.0,2
8623808984,5,5,1,0,15.0,1
7579506101,1,3,0,0,12.0,0
8861024199,5,2,0,0,12.0,0
7666131311,15,0,0,0,11.0,1
103589925,23,4,0,0,12.0,1
7346858138,16,2,0,0,15.0,0
4963962664,11,3,0,0,18.0,0
9069936094,12,6,1,1,14.0,2
4665363191,19,6,1,1,19.0,1
888510905,18,3,0,1,12.0,2
6876091286,0,5,1,0,15.0,0
2592923105,0,6,1,0,12.0,2
2468550508,13,2,0,1,13.0,1
5302956276,22,0,0,0,15.0,0
9409714182,5,3,0,0,15.0,2
1446221570,9,3,0,0,16.0,0
8250036360,14,4,0,0,19.0,1
447464341,12,6,1,1,18.0,1
15642223,21,0,0,1,14.0,1
3285378238,5,3,0,0,20.0,2
2356483296,17,1,0,0,18.0,1
3382911339,14,1,0,0,18.0,0
3690872026,8,6,1,0,14.0,1
6755367585,18,1,0,1,16.0,0
6835850079,22,6,1,0,10.0,1
9345418784,10,3,0,0,20.0,1
7185243614,19,2,0,1,19.0,1
2319044818,20,5,1,1,14.0,0
931834374,12,0,0,1,20.0,0
8485398781,19,5,1,1,16.0,0
9806464912,12,2,0,1,19.0,2
8214365128,18,2,0,1,10.0,0
137089318,15,3,0,0,15.0,0
7615602420,9,3,0,0,12.0,1
3995348964,16,0,0,0,14.0,1
3816542830,14,4,0,0,16.0,0
9665004924,15,5,1,0,16.0,0
1728547597,7,6,1,0,17.0,2
5311190131,0,0,0,0,19.0,1
9581592141,23,0,0,0,10.0,0
4848863693,4,3,0,0,11.0,0
6374883107,8,5,1,0,10.0,2
3270131216,15,5,1,0,12.0,2
2643382562,22,0,0,0,18.0,0
5212524996,22,6,1,0,19.0,1
9594095277,4,6,1,0,15.0,0
8375863419,12,0,0,1,18.0,2
7523880783,13,6,1,1,20.0,0
9670158103,12,0,0,1,17.0,1
4344108631,11,2,0,0,13.0,1
2237858,3,6,1,0,15.0,1
3217791988,13,3,0,1,18.0,0
3355718103,22,6,1,0,19.0,0
9590518103,19,4,0,1,14.0,1
6610120274,1,4,0,0,14.0,1
1180899898,2,0,0,0,19.0,1
8758992688,16,5,1,0,19.0,2
6965716176,2,3,0,0,17.0,1
5527742274,5,5,1,0,12.0,0
826610039,13,3,0,1,12.0,0
3303891913,21,0,0,1,14.0,1
2489292878,8,6,1,0,11.0,0
8589851630,14,1,0,0,10.0,1
4598897781,20,2,0,1,12.0,1
6932356214,5,1,0,0,18.0,2
3499004322,18,3,0,1,19.0,0
7517620171,18,6,1,1,16.0,0
172987148,16,6,1,0,17.0,2
8347207794,22,5,1,0,17.0,1
9472355181,6,1,0,0,15.0,1
1315064289,3,5,1,0,11.0,2
9371869941,23,2,0,0,16.0,0
5184568404,12,2,0,1,20.0,0
5891002534,15,4,0,0,17.0,1
1479730711,9,0,0,0,19.0,2
7651037338,18,1,0,1,18.0,0
8763754537,5,0,0,0,13.0,0
7683813608,21,1,0,1,15.0,1
6722955128,21,6,1,1,13.0,0
8259274680,6,1,0,0,20.0,0
4620484274,15,1,0,0,15.0,2
8260569466,4,4,0,0,15.0,0
8498916204,19,4,0,1,15.0,0
3209538967,9,1,0,0,20.0,1
2570640420,10,4,0,0,13.0,1
2066843639,0,5,1,0,20.0,0
7402125753,18,2,0,1,14.0,1
9171089443,20,1,0,1,17.0,0
3272079644,14,1,0,0,12.0,1
438111050,23,4,0,0,20.0,0
7416160835,11,6,1,0,15.0,0
4075074492,11,2,0,0,12.0,2
5536024334,16,6,1,0,12.0,0
2013140214,16,1,0,0,10.0,1
1113582397,14,6,1,0,11.0,1
1083928258,19,3,0,1,18.0,1
4906957374,19,5,1,1,16.0,0
1876614122,23,2,0,0,16.0,0
6556180328,20,0,0,1,18.0,0
7960553477,5,5,1,0,16.0,0
6335972517,19,5,1,1,19.0,2
6254948159,7,0,0,0,20.0,0
7527936057,14,6,1,0,15.0,1
6257851675,22,1,0,0,18.0,2
6832610950,9,4,0,0,20.0,2
5085005195,19,1,0,1,18.0,1
2177207547,4,4,0,0,18.0,0
3043364543,10,1,0,0,17.0,1
2823404098,3,6,1,0,14.0,0
646676955,0,3,0,0,17.0,0
5756607486,5,6,1,0,17.0,0
9373691795,21,5,1,1,16.0,1
2611601543,0,6,1,0,12.0,1
1491360686,15,1,0,0,11.0,2
1824533423,12,6,1,1,18.0,1
2913841018,3,6,1,0,11.0,0
3141803761,15,0,0,0,13.0,2
6184484468,3,0,0,0,10.0,1
4599327740,15,4,0,0,17.0,0
7479207574,1,2,0,0,15.0,2
2996133401,22,6,1,0,12.0,0
5972410040,7,6,1,0,16.0,1
4007593324,10,4,0,0,15.0,1
3428454405,22,6,1,0,20.0,0
1160646195,17,0,0,0,15.0,2
4376524554,9,3,0,0,16.0,1
1519072771,4,3,0,0,19.0,1
8203685394,6,4,0,0,19.0,1
7906789850,20,1,0,1,20.0,1
8073770046,3,1,0,0,11.0,2
5190202949,12,5,1,1,15.0,2
8542325207,17,2,0,0,17.0,1
7566730050,12,6,1,1,13.0,1
176509722,22,0,0,0,12.0,0
1894603222,7,0,0,0,10.0,1
2694800415,7,3,0,0,18.0,0
5879390688,19,3,0,1,12.0,1
1197715978,7,6,1,0,20.0,1
7790696031,16,4,0,0,15.0,0
2189360099,5,5,1,0,17.0,0
3542041943,1,4,0,0,16.0,1
9202469009,1,0,0,0,20.0,0
3985829990,0,4,0,0,16.0,2
4341872315,13,4,0,1,19.0,1
4748123248,10,1,0,0,13.0,0
99905061,20,3,0,1,18.0,1
9118004489,14,4,0,0,10.0,0
1696936610,23,2,0,0,20.0,1
155669553,14,3,0,0,13.0,0
2885541999,22,2,0,0,14.0,0
2846340681,6,3,0,0,11.0,1
963715332,22,3,0,0,14.0,2
2807634451,0,4,0,0,20.0,1
3046341241,17,1,0,0,17.0,0
485687952,19,6,1,1,17.0,2
7660904370,14,3,0,0,13.0,2
9753033954,1,6,1,0,14.0,0
9509887699,11,5,1,0,10.0,0
1054122071,8,2,0,0,20.0,1
9135272808,23,4,0,0,18.0,0
597447215,22,2,0,0,16.0,0
5562099656,2,2,0,0,18.0,1
4122736828,12,1,0,1,20.0,0
7238138072,5,0,0,0,19.0,0
6244736404,9,0,0,0,11.0,1
1297341963,21,6,1,1,14.0,0
3842442278,2,6,1,0,18.0,0
9576684860,20,4,0,1,12.0,1
1592757566,15,2,0,0,15.0,2
5060677329,8,4,0,0,19.0,2
2241930006,3,6,1,0,15.0,2
3246505078,20,3,0,1,16.0,2
5870152806,3,5,1,0,10.0,0
8919999754,13,3,0,1,20.0,0
1080338783,21,4,0,1,16.0,0
4641905606,4,2,0,0,18.0,0
9456413999,23,5,1,0,17.0,1
4764056827,20,4,0,1,10.0,2
5168057633,1,3,0,0,18.0,0
1442559656,7,2,0,0,18.0,2
6590257283,9,0,0,0,12.0,1
3429671763,20,1,0,1,15.0,2
4750086089,20,2,0,1,12.0,1
3204128006,13,2,0,1,13.0,2
3171917027,8,6,1,0,16.0,0
8814047085,10,0,0,0,16.0,0
1889723479,7,0,0,0,16.0,1
942025494,22,5,1,0,14.0,2
4104444500,2,6,1,0,14.0,0
7562260313,2,5,1,0,13.0,1
7140244766,14,6,1,0,17.0,0
7967974077,6,5,1,0,12.0,1
7456822422,16,4,0,0,17.0,1
4813468096,4,5,1,0,10.0,1
8618576020,14,3,0,0,16.0,1
3727646442,16,4,0,0,13.0,0
9208156337,10,0,0,0,18.0,0
8328118787,22,6,1,0,13.0,1
580528836,10,4,0,0,17.0,2
3350662630,22,0,0,0,16.0,0
6716381725,11,4,0,0,17.0,2
2249567137,10,5,1,0,18.0,1
7484465509,19,4,0,1,19.0,0
2577208156,7,1,0,0,19.0,1
3321905621,19,5,1,1,19.0,1
6686839282,9,0,0,0,11.0,1
5095558661,13,5,1,1,15.0,1
112658009,17,1,0,0,14.0,0
1343610513,13,0,0,1,13.0,1
7190610535,7,4,0,0,11.0,0
5069426001,1,5,1,0,12.0,1
5655369002,10,4,0,0,16.0,0
5761530160,18,4,0,1,10.0,2
4772519706,8,1,0,0,16.0,0
8209051735,22,1,0,0,20.0,0
4870391666,20,5,1,1,12.0,1
7777975083,17,0,0,0,16.0,2
8713948756,0,3,0,0,11.0,2
6191050157,20,3,0,1,17.0,1
4060449266,0,5,1,0,16.0,1
5657605506,20,3,0,1,10.0,0
8851743592,12,1,0,1,12.0,0
4689717606,7,2,0,0,18.0,0
2860246948,22,2,0,0,13.0,2
2875550803,14,2,0,0,12.0,0
5340575011,19,3,0,1,12.0,1
7717156533,5,1,0,0,13.0,1
8297255359,16,0,0,0,12.0,1
7873234939,22,1,0,0,20.0,1
3668515922,14,2,0,0,18.0,2
8356690330,18,5,1,1,15.0,0
3508620293,20,3,0,1,12.0,0
9998297778,17,4,0,0,19.0,1
3898421710,6,3,0,0,19.0,1
3960980694,22,4,0,0,15.0,2
5008395294,9,4,0,0,13.0,2
3722869004,5,3,0,0,13.0,1
8391555591,7,4,0,0,14.0,2
8063730776,20,5,1,1,14.0,0
9052752169,1,3,0,0,10.0,1
7471416647,15,2,0,0,20.0,1
848332407,8,0,0,0,19.0,0
4062701987,4,0,0,0,11.0,0
8723912832,9,4,0,0,20.0,1
9099298435,10,3,0,0,18.0,0
5645691241,7,6,1,0,19.0,1
8258019846,17,2,0,0,15.0,1
2732162016,9,5,1,0,19.0,1
1561902412,19,3,0,1,20.0,1
8979476889,22,1,0,0,19.0,1
8373953053,21,4,0,1,17.0,2
7021309133,13,1,0,1,16.0,1
3447085029,4,1,0,0,15.0,1
9284767341,14,0,0,0,11.0,0
9770431940,23,3,0,0,16.0,0
9650124390,15,2,0,0,14.0,0
9826894858,12,4,0,1,13.0,1
4466839873,7,5,1,0,12.0,1
4331471900,8,5,1,0,19.0,1
5777824005,23,2,0,0,11.0,0
8795242622,4,6,1,0,20.0,0
8561878376,7,0,0,0,19.0,1
2113243643,10,6,1,0,14.0,0
8497820340,18,3,0,1,15.0,1
3167184563,17,3,0,0,12.0,1
9997121955,0,6,1,0,16.0,0
2954397481,10,2,0,0,19.0,1
8125884987,1,4,0,0,10.0,1
3765873352,15,2,0,0,13.0,1
7733310993,9,4,0,0,13.0,2
738093341,6,6,1,0,13.0,2
1837574319,6,2,0,0,18.0,2
2468420564,16,4,0,0,16.0,2
5368005763,5,1,0,0,18.0,0
3823949592,23,3,0,0,16.0,0
6298008063,5,2,0,0,16.0,1
2499190829,10,1,0,0,11.0,1
491116137,8,4,0,0,11.0,1
2206269404,23,3,0,0,11.0,0
1330806043,10,2,0,0,14.0,1
6770858376,4,3,0,0,20.0,2
4466716432,17,4,0,0,14.0,1
8292554686,15,2,0,0,16.0,1
4204069161,17,2,0,0,10.0,0
2163079658,16,3,0,0,15.0,1
6971561757,19,4,0,1,19.0,2
7965253060,10,1,0,0,16.0,1
8939040193,13,1,0,1,10.0,2
8322028211,17,5,1,0,12.0,1
6865922682,13,6,1,1,13.0,0
5912729079,1,5,1,0,16.0,2
8764776130,13,3,0,1,16.0,1
7769965629,16,4,0,0,18.0,1
2166463032,21,0,0,1,11.0,1
7035343259,8,3,0,0,19.0,0
8914775994,23,1,0,0,10.0,0
7565647347,1,3,0,0,10.0,0
6172215120,7,0,0,0,10.0,1
4043585691,22,2,0,0,17.0,1
3735186180,15,5,1,0,15.0,1
5281459433,6,3,0,0,18.0,2
424087401,10,4,0,0,13.0,0
884327245,0,0,0,0,11.0,1
6318008970,19,5,1,1,11.0,1
3792751421,20,6,1,1,18.0,0
5471255539,10,2,0,0,13.0,0
9917290378,13,4,0,1,14.0,2
208989475,11,3,0,0,12.0,0
7672827556,1,5,1,0,20.0,0
3792912325,19,0,0,1,11.0,0
2478533601,14,4,0,0,15.0,1
2255745327,3,0,0,0,11.0,0
8612261848,20,1,0,1,11.0,0
6949810049,13,0,0,1,20.0,0
2399456941,6,2,0,0,13.0,1
6292969164,7,1,0,0,10.0,2
2929485756,0,6,1,0,20.0,2
8757869416,3,4,0,0,19.0,0
2653966619,17,4,0,0,12.0,0
336103625,19,3,0,1,15.0,1
3727289407,12,0,0,1,12.0,0
701250513,18,1,0,1,16.0,1
101816977,6,1,0,0,14.0,1
7838223552,13,3,0,1,16.0,0
4123140013,1,6,1,0,19.0,0
9821008306,15,2,0,0,20.0,0
5414882934,21,3,0,1,18.0,0
9257313140,14,6,1,0,20.0,2
3857021231,19,3,0,1,11.0,1
1606381345,12,2,0,1,11.0,0
239830094,9,3,0,0,15.0,0
580582858,17,0,0,0,16.0,0
4191340899,1,4,0,0,13.0,0
1013630716,6,6,1,0,14.0,2
8220017366,8,6,1,0,16.0,2
4353485612,13,5,1,1,19.0,1
8682172393,2,1,0,0,11.0,1
4085089017,22,1,0,0,13.0,1
1287686307,17,3,0,0,10.0,2
4425450216,17,6,1,0,18.0,0
7799346570,23,1,0,0,11.0,0
5917975686,21,1,0,1,18.0,1
9588500388,10,4,0,0,13.0,2
3963207709,20,3,0,1,13.0,2
2217466286,13,5,1,1,15.0,2
7130088913,14,3,0,0,16.0,1
9064682961,13,3,0,1,17.0,0
6060156146,18,3,0,1,15.0,2
3106610673,17,0,0,0,12.0,1
442408751,17,3,0,0,11.0,1
353571238,15,0,0,0,15.0,1
4670530333,17,3,0,0,16.0,0
4961370923,16,6,1,0,10.0,1
8946821991,11,0,0,0,14.0,0
5720622852,14,6,1,0,18.0,0
7305353953,8,3,0,0,11.0,2
1402723627,4,3,0,0,10.0,2
9820620357,10,1,0,0,14.0,1
1930286155,20,0,0,1,17.0,1
6759029950,12,6,1,1,16.0,1
9032188284,19,3,0,1,13.0,2
9490161602,12,2,0,1,20.0,0
8565257085,20,6,1,1,13.0,0
4884845960,12,1,0,1,19.0,0
6181604084,4,6,1,0,18.0,0
2718508408,3,4,0,0,15.0,2
8354866000,18,3,0,1,20.0,1
8025728977,15,3,0,0,17.0,0
6531356394,14,1,0,0,13.0,0
5489184758,15,4,0,0,20.0,0
1377599881,10,5,1,0,13.0,0
227162938,7,3,0,0,18.0,0
3449083612,12,4,0,1,13.0,2
5662514948,2,5,1,0,12.0,0
2034571482,20,1,0,1,19.0,2
348782569,8,5,1,0,19.0,2
8697396531,18,0,0,1,19.0,0
3538455450,21,3,0,1,19.0,0
7513290139,18,6,1,1,11.0,0
8320461939,4,2,0,0,12.0,0
8217899522,11,1,0,0,18.0,0
4217056877,19,1,0,1,10.0,1
3684167813,8,4,0,0,14.0,0
5351904164,16,1,0,0,17.0,1
2731829604,20,0,0,1,13.0,0
7162485958,18,2,0,1,11.0,0
4830502113,14,4,0,0,16.0,0
9797013595,23,2,0,0,19.0,1
9487843345,6,1,0,0,19.0,1
2148242015,23,6,1,0,16.0,2
7465258008,21,2,0,1,17.0,2
8875274470,16,5,1,0,13.0,2
7049717910,5,5,1,0,14.0,0
4829897426,0,0,0,0,20.0,0
3532186218,13,1,0,1,18.0,1
6897674900,12,0,0,1,15.0,0
163895717,4,3,0,0,20.0,0
9857592403,11,1,0,0,20.0,1
2521197661,0,1,0,0,16.0,2
488314125,18,2,0,1,17.0,2
5073549838,8,6,1,0,11.0,1
6399568661,21,6,1,1,16.0,0
3672658084,13,4,0,1,14.0,0
8273236145,15,0,0,0,16.0,1
3411233779,23,5,1,0,10.0,0
8024667539,5,0,0,0,19.0,2
6112199794,20,5,1,1,15.0,1
9484473160,21,1,0,1,14.0,1
9729709418,5,3,0,0,12.0,0
7900224799,4,2,0,0,15.0,2
1821414490,7,0,0,0,12.0,0
5813507399,9,0,0,0,20.0,0
3928003125,13,3,0,1,13.0,2
5271866987,1,1,0,0,19.0,0
9794537731,12,5,1,1,13.0,1
4852718488,20,0,0,1,15.0,0
8300546273,10,1,0,0,15.0,1
976104194,21,1,0,1,20.0,2
5373961125,3,4,0,0,18.0,1
6056126973,22,1,0,0,14.0,0
6352881332,23,0,0,0,11.0,1
1643234106,3,3,0,0,14.0,2
8697966993,5,5,1,0,14.0,2
2276061263,16,6,1,0,13.0,0
4045613782,8,2,0,0,15.0,1
2959828441,17,4,0,0,14.0,1
3514589876,21,1,0,1,17.0,0
9444081952,1,0,0,0,14.0,1
8183959589,14,5,1,0,14.0,1
1712832927,2,5,1,0,12.0,2
8162867215,15,5,1,0,18.0,1
4160230443,3,0,0,0,17.0,1
9787535949,13,6,1,1,18.0,1
3423995261,21,5,1,1,15.0,1
1523343168,18,6,1,1,12.0,1
1948066291,21,2,0,1,20.0,1
2021361582,13,0,0,1,19.0,2
7491420331,3,2,0,0,14.0,1
994840771,22,6,1,0,15.0,2
6277344634,19,1,0,1,15.0,2
4092653338,14,2,0,0,15.0,0
7213712604,7,4,0,0,14.0,0
7326709115,0,6,1,0,18.0,1
9419789569,10,2,0,0,18.0,0
5388191488,3,6,1,0,20.0,2
9065873433,19,0,0,1,17.0,1
4627342297,10,0,0,0,11.0,1
4286971111,3,0,0,0,13.0,0
645282074,23,3,0,0,10.0,0
7260939789,13,5,1,1,18.0,1
1716322448,16,2,0,0,13.0,1
4293959647,21,1,0,1,18.0,0
3331935300,21,3,0,1,16.0,1
1775389576,6,6,1,0,19.0,0
8194774262,6,6,1,0,20.0,1
3615279775,18,2,0,1,11.0,0
11467999,18,6,1,1,20.0,2
3971267196,2,6,1,0,19.0,1
1584863963,18,6,1,1,18.0,2
1557893814,12,1,0,1,16.0,1
8172695964,9,6,1,0,19.0,1
7462800868,17,3,0,0,17.0,2
5438961669,5,1,0,0,18.0,2
4904849001,5,3,0,0,14.0,1
4816980820,20,0,0,1,11.0,2
9004078716,8,0,0,0,11.0,0
8350353728,8,3,0,0,16.0,1
1204084245,1,1,0,0,20.0,2
4142209897,20,3,0,1,15.0,0
125551624,21,0,0,1,12.0,0
9970545044,22,1,0,0,20.0,1
7976032064,15,4,0,0,19.0,1
8691567542,8,3,0,0,13.0,1
3592747590,12,2,0,1,20.0,2
7495753437,0,4,0,0,19.0,0
3965847120,14,4,0,0,13.0,1
9365984533,19,1,0,1,16.0,0
2948242102,14,3,0,0,20.0,0
6161193691,13,1,0,1,19.0,0
5964122835,18,4,0,1,17.0,0
8879377902,6,5,1,0,13.0,0
8158068874,20,3,0,1,17.0,2
7039570964,3,5,1,0,20.0,2
5482913265,15,3,0,0,12.0,2
1018255782,6,6,1,0,14.0,2
8441505853,8,4,0,0,19.0,1
3850018395,20,4,0,1,14.0,2
4884197611,19,2,0,1,16.0,2
5321849748,0,4,0,0,14.0,0
9808738347,23,3,0,0,17.0,0
8727249149,0,1,0,0,14.0,0
2772154780,14,3,0,0,13.0,0
9128056381,7,0,0,0,16.0,0
4461463308,8,4,0,0,10.0,0
5636483988,17,0,0,0,10.0,0
1532065529,6,3,0,0,15.0,1
9933994647,6,1,0,0,20.0,1
4823026749,15,3,0,0,20.0,0
7453442245,6,6,1,0,18.0,1
6519941559,19,4,0,1,14.0,0
3798769654,12,5,1,1,15.0,0
5034289521,13,2,0,1,19.0,0
6971088688,10,1,0,0,12.0,1
5650184107,8,2,0,0,18.0,0
5770410311,10,6,1,0,10.0,0
274530126,21,5,1,1,20.0,2
4819831152,19,6,1,1,20.0,1
6977688323,22,2,0,0,17.0,1
2035952734,19,0,0,1,19.0,0
3665334102,1,0,0,0,12.0,1
1862413314,16,4,0,0,18.0,1
4466643926,20,0,0,1,15.0,1
4470717835,0,5,1,0,15.0,1
3018086191,15,2,0,0,20.0,1
2447983559,20,3,0,1,12.0,2
5116322704,4,3,0,0,17.0,1
8941550852,22,5,1,0,12.0,1
8026773850,19,0,0,1,18.0,1
2102402075,5,6,1,0,16.0,0
989844439,11,6,1,0,14.0,0
8426805628,22,0,0,0,13.0,0
7662188403,7,1,0,0,12.0,1
9141654140,13,4,0,1,16.0,1
5696947751,3,0,0,0,13.0,1
8953871540,16,1,0,0,14.0,1
1767778760,3,4,0,0,17.0,0
5516201271,14,2,0,0,20.0,0
9358248664,23,1,0,0,19.0,0
1530424665,23,4,0,0,20.0,1
7816293360,17,3,0,0,20.0,1
1602396548,23,0,0,0,15.0,1
7938126128,8,4,0,0,18.0,0
271744331,4,0,0,0,11.0,0
387311360,2,0,0,0,17.0,0
1286123100,23,5,1,0,17.0,1
4832392771,14,3,0,0,11.0,1
4800106448,5,6,1,0,14.0,0
5500008514,18,4,0,1,17.0,0
7879575037,12,6,1,1,13.0,1
50845914,4,6,1,0,19.0,0
9766990467,8,4,0,0,15.0,1
4215602937,5,2,0,0,15.0,1
238484255,4,3,0,0,15.0,1
3293988248,7,6,1,0,13.0,2
5296157775,10,5,1,0,10.0,1
1143489067,17,3,0,0,20.0,0
8524452029,1,1,0,0,15.0,1
4256779885,17,3,0,0,10.0,0
7744686996,21,2,0,1,16.0,2
5427462399,13,4,0,1,18.0,1
8596751747,6,5,1,0,11.0,0
4746468643,19,3,0,1,20.0,1
3010047327,20,4,0,1,13.0,1
1236959246,20,6,1,1,20.0,1
6600422315,0,1,0,0,12.0,1
3227252410,7,4,0,0,18.0,0
6972292408,5,3,0,0,18.0,2
7562754470,23,3,0,0,20.0,1
7361971676,0,2,0,0,18.0,1
8875605037,10,2,0,0,14.0,1
8508253527,20,3,0,1,17.0,2
6798775600,22,0,0,0,15.0,2
3624810422,1,5,1,0,17.0,1
4740213452,12,3,0,1,20.0,2
3825468344,8,6,1,0,15.0,1
902245665,8,3,0,0,14.0,0
6874299189,11,0,0,0,12.0,1
1127125313,19,4,0,1,17.0,1
3606548818,4,4,0,0,20.0,1
5750044154,22,0,0,0,10.0,2
3872847781,20,5,1,1,17.0,0
5939554684,16,6,1,0,14.0,1
676412814,3,4,0,0,16.0,0
4248390724,20,1,0,1,18.0,1
8938687150,6,1,0,0,10.0,0
7898867047,15,2,0,0,18.0,1
2142065357,7,5,1,0,19.0,0
9024719693,19,3,0,1,18.0,1
8976616698,3,2,0,0,16.0,1
8792586840,15,2,0,0,17.0,1
